969047510248558592,F,T
969047224675074048,F,F
969047182639845376,T,F
969047156064694274,T,F
969024071169167361,T,F
969032795874930688,T,T
968966890642137088,F,F
968624332418310144,T,F
968276419062181896,T,T
968255641453199361,T,F
969036253982351366,T,F
969036237494542337,T,T
969035939652751360,F,T
969035688346902528,T,T
969035622211088384,T,F
969043332214161408,F,T
969043299502903296,T,F
969043272973864960,T,F
969042935512788992,F,T
969042667433791488,T,F
969049966755876865,T,F
969049486759809027,T,F
969048555393634305,T,T
969048371628597249,F,F
969048324270645248,T,T
969043332214161408,T,F
969043299502903296,T,F
969043272973864960,F,F
969042935512788992,T,T
969042667433791488,F,F
969046776371187713,F,T
969046567859744768,T,T
969046316759375872,T,T
969046040086306817,T,T
969045863610966016,F,F
968929939582889984,F,F
968841203729907713,T,T
968586878491308032,F,T
968500753676435456,F,T
968481756893491201,F,T
969014335266869249,F,T
969014180077625345,T,F
969014087429578752,T,T
969014025567768577,T,T
969013960178626561,T,F
969051106578960384,F,T
969050845185757184,T,F
969050400455307266,F,T
969050257437970434,T,T
969035778243354624,F,T
969038207642980352,T,F
969038111320748033,F,F
969038056358596608,T,F
969037940012789760,F,T
969026136146698240,F,T
968944349798064130,T,F
968884453966626817,F,F
968595214796447744,F,T
968255574591733760,T,F
968160092615884801,F,F
969053320684777473,F,F
969053183199797248,F,F
969052942190878721,F,F
969052825618493441,T,F
969052318434918401,T,T
968956570028691457,F,T
968955607935078400,T,F
968928082148118528,T,T
968679356854886400,F,F
968482212684468225,F,T
969041386833096704,F,T
969041293354635264,F,T
969041232432418816,T,T
969040613646716929,F,T
969040565231935488,F,T
968995439696543744,T,T
968995095528853505,T,T
968994605864751104,T,T
968994416877883392,F,F
968992757174894592,T,T
969053453992562693,T,T
969053347792683010,F,T
969053271473221632,T,F
969053102925123584,T,T
969053035132542978,T,T
969043588943196160,F,F
968980656008019968,F,F
968979113800187906,T,T
968977293639954432,F,F
968959681115824128,F,T
969048433045753857,F,T
969048055877111808,F,T
969047896191635456,T,T
969047836779270144,F,F
969047257977847808,T,F
969047691887071233,F,F
969047430040825858,F,F
969047066298257410,T,T
969046981082599425,T,T
969046909972250625,T,T
969016568456925185,F,F
969005728680857602,F,F
969005649932750848,F,F
969005612540588032,F,T
969005466197086208,T,T
968992368748781568,T,F
968991273104257024,T,F
968539700343418880,T,T
968289705727963136,T,F
968255443456831488,F,T
968988312953384960,T,T
968988221614051333,F,F
968988195068235776,T,T
968988127321706496,F,F
968987978616930305,F,F
969002665639325696,F,F
969002337615405056,F,T
969002242610286597,F,F
969002102273052672,T,F
968665586296377344,T,T
968993229076156416,F,T
968992883859705856,F,T
968992858228318208,T,F
968992829732196352,F,T
968992675809693698,F,T
969046156784390144,T,T
969013455972962304,T,T
969005100181188608,F,F
969003890560700416,T,F
968987620951887874,T,F
968961374889144320,F,F
968956339132215303,T,F
968954047825883137,T,F
968948193202450433,F,T
968935465368915969,F,F
968895814641778692,F,T
968845059591475201,T,T
968596538162339841,F,F
968418386744152065,T,T
968396512442179587,F,T
969053477983997953,F,F
969053359171952640,T,T
969053257187450881,F,T
969053213306605568,F,T
969053188207890432,T,F
969053597244649472,T,F
969053502419775488,F,T
969053372325097472,T,T
969053236823932928,F,F
969052302219788289,T,T
969045547079249920,T,F
969033489814257664,F,T
969033252542537728,F,T
969027890074484737,T,F
969026618319671297,T,F
969042541269135361,T,F
969041996739436546,F,T
969036850185883650,T,T
969034760013172737,F,T
969034579158994944,F,F
968965061778853889,T,T
968964851497426944,T,T
968964624430387200,F,T
968964311203942401,T,F
968963986531278849,T,T
969051348544061440,T,F
969005902501068800,T,T
968984112013885440,T,F
968924085135728640,F,F
968923561879420929,T,F
969048755776446465,T,T
969048059299749889,F,F
969047202424377344,T,T
969003386468216832,F,F
969002686237630464,T,F
968982484334579715,T,T
968966335454728193,F,F
968897579760177152,T,T
968890264260575232,T,T
968880417360302080,T,F
969051938598813697,F,F
969038731448668160,F,F
968995951116472322,F,F
968986965059231744,T,F
968972630064844802,T,F
968865248055881736,T,T
968810126932103168,F,F
968772216316932096,T,F
968769285123444737,T,T
968764504921313282,F,F
969044411987394560,F,T
969041819693658114,T,T
969041117416230917,T,T
969027866452287488,T,F
969025429645512705,T,T
969015388955541504,F,T
969015289378611201,T,F
969015025934286848,T,F
969014986398773249,T,T
968997048786722818,T,T
968992467767971840,T,F
968992201417125889,T,F
968992068759678976,T,F
968992018654474240,F,T
968991972353560577,F,T
969003283913338880,F,F
969003241064271872,F,T
969003203332321281,T,T
969003147711668226,T,F
969003108872441858,T,F
969043211749613568,F,F
969043139389542400,F,F
969043022695534592,T,T
969042936024518658,T,T
969042853962936320,T,F
968990806961999872,T,T
968969430922297344,T,F
968967988270551040,F,F
968967385209344001,F,T
968966869859405824,F,F
969053190514774016,T,T
969053138324992007,T,T
969053108285341696,F,F
969052949015154688,F,T
969052782820020224,F,F
969039310652665856,F,F
968255498377187328,T,F
968255371356852224,F,F
968255232634425344,F,F
968984820750548992,T,F
968979334529654784,F,F
968966474139226112,T,F
968966095594971136,T,F
968965843022262272,F,F
968990558575382528,F,F
968987284396822528,F,T
968985025218793475,F,T
968980857276043276,F,T
968979666278211584,F,F
969052567303897088,F,T
969051173998100480,T,T
969050638855258112,T,T
969036629590421504,T,F
969035446956126209,F,T
969042122321072128,T,T
969010383343235072,F,F
969009553315631105,T,F
969008683811328000,F,F
969008266423537664,T,T
969046400053886983,T,F
969039751801012224,F,F
969006163508391937,T,F
968984532488613888,F,T
968718164317089793,T,T
968990806961999872,F,F
968969430922297344,F,T
968967988270551040,T,T
968967385209344001,F,F
968966869859405824,T,T
969043211749613568,T,T
969043139389542400,T,T
969043022695534592,T,T
969042936024518658,T,F
969042853962936320,F,T
969027211159154688,T,F
969026757113217025,F,T
969026685210320896,F,T
968999048349757440,T,T
968998950438035456,T,T
969028484357132288,F,F
969009927053369346,F,F
969009883856203776,T,F
969009665777586176,T,F
969009543777800192,F,T
969039799855304704,T,F
969039445415604226,F,T
969034354058985472,T,T
969032722680373254,F,F
969031982175879173,T,F
969036314011164672,T,T
969036265973743617,T,F
969036101292904448,F,F
969036071626575874,F,T
969036028437725185,F,T
969050631561535488,F,T
969050600045506560,T,T
969050557980823552,F,T
969050546270359554,F,F
969050535360958464,T,T
969052829301297152,T,T
969032975362019330,T,F
969032916620673024,F,F
969032803894611968,F,F
969032688437952513,T,T
969051976955826176,F,T
969051577834143745,T,T
969049127760924672,F,F
969045079905185794,T,T
969044893153800192,T,F
969050631561535488,F,F
969050600045506560,F,F
969050557980823552,F,F
969050546270359554,T,F
969050535360958464,F,T
969053320450007041,T,T
969053153373990912,T,F
969051044503109637,T,F
969050919345184768,F,T
969050880656883714,F,F
969028566288658432,F,T
969026694215499776,F,T
969017239545548801,F,T
969017006933635072,T,F
969015243396526080,T,T
969050631561535488,T,T
969050600045506560,T,T
969050557980823552,F,T
969050546270359554,F,F
969050535360958464,T,T
968999477569773569,F,T
968999291644608512,F,F
968998946050748417,T,F
968998933421637632,T,F
968998461256302592,T,T
969052829301297152,T,T
969032975362019330,T,F
969032916620673024,F,T
969032803894611968,F,T
969032688437952513,T,F
969051838728298497,F,F
969051774811344897,F,T
969051695312404482,F,T
969041776580399104,F,T
969039493536911360,F,T
969028566288658432,T,T
969026694215499776,F,F
969017239545548801,F,F
969017006933635072,F,T
969015243396526080,F,F
969037774002294785,T,F
969037492468027392,F,F
969037425770147841,F,F
969036381136748545,F,F
969036284470669312,T,F
969030822903926785,F,T
969030674052239361,F,F
969030608084176896,F,T
969017177348157440,F,T
969017051384897539,T,F
969020556027740160,F,T
969007278488674305,T,T
968724170413666304,F,T
968723296618459136,F,F
968667161039290368,F,T
968934922256814080,F,T
968852422021001217,F,F
968852347635097600,F,T
968803759353679872,F,F
968803613400236033,T,F
969046621030879233,F,T
968981283584999424,T,T
968980785280757765,T,T
968973987366756353,T,F
968973075290230784,F,T
968723295309910021,T,F
968723184903127040,F,T
968723126354874368,F,T
968723044918349824,F,T
968723015050694656,T,F
968997228055478274,T,F
968997115413241856,T,T
968996469028962304,T,F
968970509533700096,T,T
968970310539141120,F,T
969045796036448256,F,F
969045465449758720,F,T
969040941184176128,F,F
969040805288693761,T,T
969007388245274625,F,T
969033918618984449,T,F
969033320859406341,T,F
968967710326616064,T,F
968964878626062338,T,F
968964621083299843,F,T
969042824258883584,T,T
969000153590976512,F,F
968999992819109889,T,T
968999678590226432,T,T
968999464760471552,F,T
968988312953384960,T,F
968988221614051333,T,T
968988195068235776,T,T
968988127321706496,T,T
968987978616930305,T,F
969046840472735744,F,T
969046573027078145,F,F
969045922536677377,T,F
969029095454593024,F,T
969026450509746182,T,T
968989394546970626,F,T
968989370492637185,F,F
968989125452890114,T,T
968988589546713088,T,T
968987275215409153,T,F
969035633917349888,T,F
969035339061956609,T,F
969035108354347008,F,F
969033742235918336,F,T
969033312596627456,F,T
969042043254304769,T,F
969042007845990401,F,T
969041901105090560,T,T
969041822180929536,F,F
969041530508980226,T,T
969044185989906433,F,F
969044148182503425,T,F
969036443963228160,F,F
969036389428981760,T,F
969027480211292167,F,T
968938294456172545,T,T
968925568543621120,T,T
968925550621478921,T,F
968925548398481408,T,F
968925492744245248,T,T
968925469470089216,T,T
968925457293852672,T,F
968925422011469826,T,T
968925408145092608,T,T
968925406773547019,T,F
968925403556532229,T,T
968925391883853824,T,T
968925369649811457,T,F
968925348598632449,T,F
968925333113266176,T,F
968925288791977985,T,T
968925280516689920,T,F
968925276683100160,T,T
968925250095403008,T,T
968925169870778368,T,T
968925165856882690,T,T
968925161951985664,T,F
968925133581713411,T,F
968925129861451782,T,F
968925111356088320,T,F
968925081878622208,T,T
968925037062483968,T,T
968925026438254592,T,F
968924954073993216,T,F
968924953671340038,T,F
968924914760773632,T,F
968924909434036224,T,F
968924864865284096,T,F
968924863686684677,T,F
968924831336009729,T,F
968924817566130176,T,F
968924811735990273,T,F
968924804861562881,T,F
968924783860690945,T,T
968924783596507136,T,F
968924773253345280,T,T
968924762113236992,T,F
968924711760662528,T,F
968924650427375616,T,T
968924640616869889,T,F
968924640327487488,T,T
968924614092034048,T,F
968924609742438400,T,F
968924593124794376,T,T
968924584526442497,T,T
968924584329252867,T,F
968924581728866305,T,T
968924575668072450,T,T
968924568923582464,T,F
968924516855570432,T,F
968924513193877504,T,F
968924502867529728,T,F
968924495187718146,T,T
968924455371190273,T,T
968924446793793537,T,T
968924420185247745,T,F
968924394377678849,T,F
968924355018285056,T,F
968924316069801984,T,T
968924287036985344,T,T
968924265155358720,T,T
968924255789477889,T,T
968924236252352513,T,T
968924213460418560,T,F
968924203268366336,T,F
968924196909801472,T,F
968924195748024321,T,T
968924173887332353,T,F
968924173874745346,T,T
968924129184370691,T,T
968924088004743169,T,T
968924076860411904,T,T
968924076814340097,T,F
968924076810096640,T,T
968924076805902337,T,T
968924076747182080,T,T
968924076743036928,T,T
968924076738793472,T,F
968924076738740226,T,F
968924076734582784,T,T
968924076722008064,T,T
968924076713660417,T,F
968924076705239040,T,T
968924064302551040,T,F
968924055805091842,T,F
968924036951625742,T,F
968924036419014656,T,T
968924022019973121,T,F
968924017972400128,T,T
968924010548363264,T,F
968924010280046592,T,F
968924006987567104,T,T
968923997495754752,T,F
968932004422041600,F,F
968928867216908288,F,F
968507149616730112,F,T
968254943814549504,T,T
968956052438966272,T,T
968955919055798272,F,F
968938220355489792,F,T
968937698961575944,T,T
968937480354500609,F,T
969053462829912068,T,T
969053371998048256,F,F
969053321842524163,T,T
969051271071174659,T,T
969051119547748354,F,T
968921019443564544,T,F
968862865288462336,T,F
968862446344720385,F,T
968833346775248902,T,T
968626904948465664,T,T
969046805450317824,F,T
969046285046157317,T,F
969046131111022594,T,F
969044408883666945,T,F
969044303329800192,T,T
969027987206262784,T,T
969027714320564225,T,T
969025770407518214,T,T
969025652295917568,F,F
969025540509364229,T,F
968991559864782848,F,F
968991113200766976,T,F
968983201178939392,T,F
968982633471528960,F,T
968982438436327424,F,F
969034537270480896,T,F
969034253425168385,T,F
969033720425598976,F,T
969033678012796928,F,F
969033657213177856,T,T
969032229660905472,F,T
968976829515169793,T,T
968953113246871552,T,F
968952476815777792,T,F
968909068235571201,T,F
968678400641683456,T,F
968678219904843776,T,F
968678181631938560,F,F
968677934583205896,F,T
968677790773055488,T,F
969045958762815488,F,F
969045894094966784,T,F
969045759420018688,T,T
969045651949436929,T,T
969041016589246464,F,F
968599623840555008,T,T
968590546787880960,F,F
968254857156194306,T,T
968254326241218560,F,F
968253324003823616,F,T
969001780527837184,F,F
969001762592968704,F,T
968998113531736065,F,F
968997854302822400,F,T
968997130781147136,T,F
969053080477151232,T,F
969052338538405888,F,T
969051889483616257,T,T
969051741479153665,F,F
969033057465503744,T,F
969005203985977345,F,T
969000163355381761,T,F
968998700306587650,F,F
968982102015401984,T,T
968978473967550465,T,T
969011994685820928,T,F
969011892076281857,T,T
969011839236534272,T,F
969011774493249537,T,T
968997823676125184,T,F
